group_id,name,category_id,city_id
19574124,Things To Do In San Francisco,2,94101
19575125,All-in at the Evolving Edge - NYC,4,10001
19575403,NYC African Entrepreneurs,2,10001
19577270,Chicago standup comedy Meetup,31,60601
19578496,GE Predix NYC (Industrial Internet),34,10001
19579590,NYC Career Advice & Networking Events for Young Jobseekers,2,10001
19579693,San Francisco Mobile Technology Meetup,34,94101
19580044,Chicago Veteran Developers,34,60601
19581359,Dance University,21,60601
19581648,Muslim Sisters of NYC,31,10001
19582865,Guided and Mindfulness Meditation Meetup,14,94101
19584666,Lover's Paradise: Mastering Dating & Romantic Relationships,30,10001
19584841,"Authentic Communication, Public Speaking - Out Educated - SF",2,94101
19586976,Network Marketing Training of Chicago,2,60601
19587827,Explore SF with 20 and 30 Somthings-#SquadGoals,31,94101
19589426,Nhappi Hour,30,10001
19589671,eCommerce- Making Customers Happy- New York,2,10001
19589702,Office Heroes League: Chicago,2,60601
19589788,PhotoScapes SF,27,94101
19589932,Crowdfunding USA,2,94101
19590769,Core Energetics Chicago Self-Transformation Meetup,14,60601
19590843,Inner Engineering New York (Isha Yoga & Meditation Classes),14,10001
19591066,Private Channeling Group- NYC,22,10001
19591587,Click-Clack - Mechanical Keyboard,34,10001
19591864,Bay Area QlikView and Qlik Sense Meetup,34,94101
19595636,SF Neighborhood Secrets,31,94101
19595779,FREE Spanish/English Language Exchange,16,10001
19596807,"NYC LGBT Politics, Elections & Activism Group",12,10001
19596905,DevOps Efficiency,34,94101
19598099,From New York to Paris,16,10001
19600144,Hack Reactor NYC,34,10001
19600179,Social Gathering & Dancing Meetup,5,60601
19602155,Bay Area Film Photography Meetup,27,94101
19603862,Womens Group 30's- Early 40's,8,10001
19603940,Jewish Womens Group,16,10001
19603951,Women Interested in being an entrepreneur,2,10001
19604606,Veterans Who Code SF,34,94101
19604711,NYC Airbnb Hosts,2,10001
19605412,Data Innovation Lab - SF,34,94101
19605514,Chicago Social Activities For Gay Guys 40+,12,60601
19605904,Midwest AMG Meetup,3,60601
19605962,"Codes, brain teasers, and logic puzzles",11,94101
19606871,Big Apple Softball League  NYC LGBT League,12,10001
19607804,NYC Speakeasy Poker 1/3 & 2/5NLH & PLO- Grn Villag,11,10001
19608341,The Business of Live - NYC Live Stream Professionals,2,10001
19609322,Girls Rock! Meetup,21,94101
19609791,JS Office Hours,34,94101
19610099,WESOS-Chicago Chapter,2,60601
19610551,SF Bay Area Kidney Advocates,33,94101
19611111,New York  Meetup,10,10001
19611889,HR Professionals NYC,2,10001
19612023,Social Media Club San Francisco,2,94101
19612251,The Toki Pona Social Club,6,94101
19612685,"Sharing, Peer to Peer Economy, San Francisco",2,94101
19614186,NYC Digital CX Development Meetup,34,10001
19614320,New York Politics Meetup- Let's Talk Politics,13,10001
19614388,The Clique Travel and Social Alliance - New Jersey / NYC,23,10001
19614921,San Francisco Android Developers,34,94101
19614947,District CoWork NOMAD: Investor Pitch Series,2,10001
19615258,Digital Analytics Assoc. San Francisco Chapter Events,34,94101
19615548,Bay Area Mounted Archery,26,94101
19615783,Customer Success - New York City,2,10001
19616345,San Francisco Chapter  Nonfiction Authors Association,36,94101
19616805,Chicago Small Group Bible Discussion,6,60601
19617925,San Francisco Bisexual/Pansexual/Fluid Meetup,12,94101
19619252,Web Development NYC,34,10001
19619268,New York Craft CMS Meetup,34,10001
19619552,New York Latin American / Latino Cinema,20,10001
19620378,San Francisco Jenkins Area Meetup,34,94101
19620664,Design Sprints Made Easy | Manhattan chapter III,2,10001
19621510,SF CAD/BIM Manager Forum,2,94101
19623908,"Newport, Jersey City Walking Meetup",31,10001
19624427,New York MicroStrategy Meetup,34,10001
19624842,Spirits Enthusiast Society,31,10001
19625103,Washington Heights Art,15,10001
19625535,New York SAP Professional Meetup,2,10001
19626251,Build With Code - San Francisco,34,94101
19626495,Coding Healthcare Technology for the Underserved,2,94101
19628554,Women Tech Founders (WTF) of Chicago,34,60601
19629963,LEARN TO PLAY BRIDGE IN NEW YORK CITY,11,10001
19630806,Bay Area Dancers Group,5,94101
19631213,Guys with curly hair who like to drink beer,10,10001
19631897,Free Internet Marketing Workshop - City of New York,2,10001
19633353,NYC Casual Baseball Club,32,10001
19633924,"New York Photography, Adobe Lightroom and Photoshop Meetup",27,10001
19634524,Unity Pride: Gay Men's Spirituality Group,12,10001
19635448,Virtual Investors Group (VIG) | SF Real Estate Investors,2,94101
19635601,CHICAGO SINGLE LADIES,31,60601
19635932,Chicago Living Room Gaming,11,60601
19636285,DevOps Efficiency on AWS - NYC,34,10001
19636424,Chicago Underground Basketball,32,60601
19637622,"Grand International Culture, Beauty and Travel Group",1,10001
19638166,Sustainable Tech - Chicago,4,60601
19638345,Singles Euchre,11,10001
19638648,NYC Humanitarian Tech Meetup,34,10001
19639016,San Francisco Orthodox Christianity Meetup,28,94101
19640025,NYC Social Media Meetup,2,10001
19640671,San Francisco Bay Area Transitionalism Meetup,22,94101
19643167,CSS Layout Club NYC,34,10001
19643944,Learning Korean in Chicago,16,60601
19643968,SF MultiFamily Real Estate Investing Meetup (BAMF Peninsula),2,94101
19644439,Microsoft Dynamics Meetup of NYC Area,34,10001
19644865,Vino and Tapas Social Mixers,31,10001
19645695,Variety Events,17,10001
19646274,"Next Gen Native Hadoop Big Data Apex Users Grp, SF Bay Area",34,94101
19646334,"Big Data (native Hadoop) Ingest & Transform, SF Chapter",34,94101
19646457,Double Date!,31,94101
19648224,South Asian Film Producers,20,60601
19648634,New York Cloud Gazing,4,10001
19649111,SF Startup,2,94101
19649140,"Thailand, Vietnam and Philippines Travel Enthusiasts",23,94101
19649202,iOS App Development,34,60601
19649266,Microsoft Office Next Level Boot Camp,14,60601
19649458,Sketch & Design - San Francisco,34,94101
19649619,San Francisco Health and Wellness Network,14,94101
19650169,IOT/Wearable Hardware Makers & Start-Up Founders Connect!,34,94101
19650571,Mindset building for successful entrepreneurship,2,10001
19650812,Kubernetes and Cloud Native New York,34,10001
19652242,Chicago Cemetery Walkers,9,60601
19652730,New York men's relationship circle,14,10001
19653251,NYC Digital Media Professionals Meetup,20,10001
19654515,Cannabis Social Impact [CSI] Meetup,13,94101
19654952,New York Landscape photography,27,10001
19655923,Prenatal Yoga Long Island ~ The Yoga Womb,25,10001
19657851,Ionic Chicago,34,60601
19658077,Fintech Devs & PMs,34,94101
19658275,Holistic Lesbians of the Bay Area,12,94101
19658486,NCC Group Security Open Forum - Chicago,34,60601
19658823,WebVR New York,34,10001
19659008,New York Warrior Goddesses,22,10001
19659062,Manhattan Mangia Mavens,10,10001
19660816,Personal and Professional Development Network (Pepr),2,94101
19662141,City Writer's Club,36,94101
19662893,New York Rockers,21,10001
19663084,San Francisco Salsa/Mambo (iHeartMambo) Meetup,5,94101
19663864,San Francisco Stand-Up Comedy Freebies,31,94101
19664585,Information Systems and Security Association ISSA-SF Meetup,34,94101
19666015,Chicago Inspired Real Estate Investors,2,60601
19666638,One Day Film School,20,10001
19667353,Bay Area European Lesbian Women's Social Meetup,12,94101
19667587,New York Support and Recovery Meetup,33,10001
19667671,PodAbility Podcasting workshop,34,10001
19670144,Chicago Big Data & Internet of things Entrepreneurs Meetup,34,60601
19670717,Uptown Chicago Parents,25,60601
19672195,MedEdits New York Pre-Medical Get Into Medical School Meetup,6,10001
19672312,San Francisco Marketing Operations Meetup,2,94101
19672397,Salsa Classes for Absolute Beginners,5,10001
19672483,San Francisco Integrative Restoration (iRest) Yoga Nidra,14,94101
19672510,Get the Scoop on Real Estate Investing,2,10001
19672810,Quechua  of Cusco Peru + Other Quechuas,16,94101
19675923,"Mind, Brain, Technology and Education",6,10001
19676187,Writers Exchange,36,10001
19676660,Graphic Illustrators,34,10001
19676761,Thursday night Yoga,14,10001
19677106,San Francisco Women in Tech,34,94101
19678940,San Francisco Entrepreneurs Network,2,94101
19680231,"NYC Nightlife, Film and Entertainment Meet Up",1,10001
19680532,San Francisco Outdoor Adventure Meetup,23,94101
19680942,NYC Voice Assistant Meetup,29,10001
19680967,San Francisco Wakanda JavaScript FullStack Ac@demy,34,94101
19681223,Science talks+beer=Taste of Science meetup,6,10001
19681316,New York Healthy Lifestyle Meetup,14,10001
19682113,New York Entrepreneurs Network,2,10001
19682395,Beginner Hip Hop Dance Classes NYC,5,10001
19682484,LUBBDUBB Yoga Meetup,14,94101
19682728,One Thousand and One Nights in Chicago,18,60601
19685254,People & Tech Series,34,10001
19685691,San Francisco Young Professionals,31,94101
19686070,Rotary Chicago Near South Events,4,60601
19686951,IrisVR User Group NYC,2,10001
19687086,Blockstack NYC,34,10001
19687329,New York Korean American Professional Networking,16,10001
19687372,Meeting Potential Friends,33,10001
19688294,Women Entrepreneurs of Chicago,2,60601
19688843,Body Freedom Network,17,94101
19690045,New York Sales Ops Meetup,2,10001
19690425,Instagram Marketing Success,2,10001
19690674,Chicago Healthcare Technology / Telemedicine Meetup,2,60601
19691134,Satnaam Summit: Yoga & Business Events,2,60601
19691679,New York - New Jersey - Family of Women  Chapter,4,10001
19693756,Central Park Meditation,14,10001
19694010,Starter School,2,10001
19694453,Run/Walk Training with San Francisco Team Challenge,9,94101
19695185,BNI Platinum Chapter 14,2,10001
19695403,HeRoes Network,2,10001
19696325,Grupo Sociocultural LATINO Sociocultural Group,12,94101
19698185,Burning Book Meetup,18,10001
19699811,Hospitalented: Baristas & Bartenders,10,10001
19700222,Emerging,20,94101
19700911,"Chicago Bipolar Meetup, Support and Social Group",33,60601
19701547,THE ARTISTS FORUM,1,10001
19701575,Great Dames,31,10001
19702026,"Expert DOJO SF, where entrepreneurs build empires",2,94101
19703809,New York Men's Fitness Group,9,10001
19704463,San Francisco Technology Law Meetup,34,94101
19705221,Real Estate Property Tours,2,60601
19705555,Chicago ENTP Meetup,31,60601
19707231,Uncle Dan's Outdoor Adventure Club - Chicago,23,60601
19707608,New York Media/Publishers Meetup,36,10001
19707901,Chicago Inbound Marketing Meetup,2,60601
19708034,NYCity It!,31,10001
19708108,Friends of Frederick Douglass Creative Arts Center,1,10001
19709388,NYC Hyperledger Meetup,34,10001
19709481,Urban Prototyping Meetup,34,94101
19710052,San Francisco VR Audio Meetup,34,94101
19710452,Midday Meetups And Activities,1,10001
19711058,NYC New Potential Entrepreneurs And Social network,2,10001
19711064,Hipcamp Northern California,4,94101
19712117,NoOps,34,60601
19712286,Metis: Chicago Data Science,34,60601
19712846,Mix Professionals Chicago,9,60601
19712869,Big Data University - Chicago,34,60601
19713197,Match Game NYC: 1st Thursdays at Sidewalk Caf!,31,10001
19713202,HackerNest Chicago Tech Socials,34,60601
19714638,Customer Ops San Francisco,2,94101
19714647,Social Night Out,31,60601
19716031,"Big Data (native Hadoop) Ingest & Transform, New York",34,10001
19717614,REAL ESTATE MARKETING CONNECTION - CHICAGO,2,60601
19718659,Rainbow Travelers Network,12,10001
19719474,New York Healthqueer Professionals Meetup,12,10001
19720417,"50 States, 50 Weekends+Travel Meetup",23,10001
19720874,Hyperledger NYC,34,10001
19721233,Hyperledger San Francisco,34,94101
19721308,New York Village,16,10001
19722401,San Francisco OpenCV Meetup,34,94101
19722636,Bay Area MuleSoft Meetup Group,34,94101
19722777,New York City Breastfeeding Support Group,25,10001
19722994,New York Pets Meetup,26,10001
19723227,CTIChicago Women In Tech - Elevation Series,2,60601
19723324,"Bay Area Bot, Chat and Conversational App Developers",34,94101
19723582,TechYes! Bay Area Diversity in Tech,34,94101
19724290,(23-35) Uptown/Edgewater Social Board Game Group,11,60601
19724322,Founders and Coffee,2,10001
19724382,Engineers for a Sustainable World NYC,4,10001
19724853,Urban Net NYC  (aka Game-Party Meetup),11,10001
19726604,Hyperledger Chicago,34,60601
19727217,"Countable: Your Government, Made Simple.",13,94101
19727762,Face To Face - Back To The Basics,12,10001
19727906,Chicago Young and Single,30,60601
19727908,StellarPeers Product Management Interview Prep,2,94101
19728384,Chicagoland Widows and Widowers,33,60601
19730020,WiTNY - Women in Tech New York,2,10001
19730320,Big City Small Gatherings NYC,31,10001
19730783,Sista Hive,31,10001
19731740,Heartfulness Guided Meditation Meetup -  NYC,22,10001
19731924,She Soars - Professional Women's Network,2,10001
19732052,Hackers 4 Good: Creating Great Experiences for Everyone,4,10001
19734257,Chicago protest Trump coordinating group,13,60601
19735419,Interns Students International Exchange Network,31,94101
19735593,New York  Nonfiction Authors Association,36,10001
19736946,Tracy Anderson Fans SF Workouts,9,94101
19737006,20/30 Something LongReads Book Club,18,10001
19737423,HAPAs Mixed race Asians of SF Bay Area,4,94101
19739464,April 5th Chicago Supply Chain Management Meetup,4,60601
19740589,Relationships.NYC,14,10001
19741017,Cracking the Coding Interview Meetup New York,34,10001
19742030,Sodality NYC,34,10001
19742397,SF Phantom 4 User Group,15,94101
19743467,Flatiron French Play Group,25,10001
19743522,Come learn & network with Real Estate Investors-Midtown NYC,2,10001
19743699,Art Collecting! Learning & Looking at Contemporary Art,1,94101
19744831,San Francisco South Asian Book Club Meetup,18,94101
19745338,The Open API Initiative (OAI) Meetup,34,94101
19745971,San Francisco Bay Area Product Marketing Meetup,2,94101
19746187,LGBT Beer & Wine Social,12,94101
19747812,New York Outdoor Fitness Meetup,9,10001
19748223,Bay Area Airbnb Hosts Meetup,31,94101
19748534,NY IT Ops / Service Management Meetup,34,10001
19748876,SF Smart Fashion Meetup,8,94101
19748939,Learn to Code New York,34,10001
19749168,"World Changers, Holistic Healers & Conscious Co-creators-NY",2,10001
19749598,JSNYC- { JavaScript } NYC,34,10001
19749954,S|B|S - Developing Business - Inspiring Entrepreneurs,2,10001
19752216,NYC altMBA,2,10001
19752223,NYC Working Moms Networking Group,2,10001
19753557,New York City * Design a Life You Love Living * Group,14,10001
19753805,Learn How to Play the Game of Bridge,11,10001
19753890,Chicago Chan (Zen) Meditation Weekly Meetup,28,60601
19754184,Kalogia: Cannabis Business Networking- San Francisco,2,94101
19754791,Thinking of retiring in the Philippines or Thailand?,31,94101
19757261,Chicago Cyber Security for Control Systems,34,60601
19757410,Software Platforms Meetup,34,10001
19757426,Chicagoland 20's & 30's Hiking + Outdoors Meetup,23,60601
19757617,New York-Asia Tech Exchange,34,10001
19757648,New York Fashion Women Entrepreneurs Meetup,8,10001
19758298,Nootropics and Optimal Performance,14,94101
19758465,Canyon Adventures,23,94101
19758543,San Francisco Web Components Meetup,34,94101
19758820,Interpersonal Dynamics: Improve Your Relationships,14,94101
19759374,BornWild,23,10001
19760597,Venture Capitalists and Angel Investors,2,94101
19761049,She Talks Data,34,94101
19761132,New & Expectant Moms of NYC,25,10001
19761242,NewYork Fashionista Meetup,8,10001
19761935,FotoSynthesis Photography Workshops and Walks,27,60601
19763687,Afrocentric Vibes,31,10001
19765245,Verbal Assassins Toastmasters Club,2,10001
19766024,American Photographic Artists  New York,27,10001
19767851,You're not my REAL mom,25,10001
19768641,New York Network Operators Group (NYNOG),2,10001
19768901,Funkadelic Studios 1st Thursday Funk Rockout!,21,10001
19769072,Dogpatch Board Gamers,11,94101
19769095,Home Sharers Democratic Club of San Francisco,13,94101
19769307,Chicago Massage Exchange,14,60601
19770617,NYC Self Improvement Book Club,14,10001
19770625,Join The GreenRush: Bay Area Medical Cannabis Meetup,13,94101
19770654,Internet Architecture & Engineering Meetup,34,10001
19770996,Friday Night Fever Oldies Disco  Meetup,5,94101
19771386,DevOps for Devs,34,10001
19773838,Chicago Women in Machine Learning & Data Science,34,60601
19773876,Real Estate Wealth Expo,2,60601
19774645,NYC for International Newcomers,31,10001
19774993,New York Law & Technology Meetup TEST TEST TEST,34,10001
19775200,SF Language Exchange Meetup,16,94101
19775565,5 Days Self Transformations,14,10001
19775573,Jai Ho! Bollywood Dance Parties in Bay Area,31,94101
19777863,NY Screenwriters Co-op,36,10001
19778324,UBC Sauder NYC Alumni,2,10001
19778378,Renaissance Women's Network,2,94101
19778622,"Ethereum DAO, DAPP & Superdao Collaborators",34,10001
19778695,New York City (NYC) Cincinnati Bengals Meetup,32,10001
19779350,When Breath Becomes Air: A Groupthink Dialogue MeetUp,18,10001
19780380,"Big Data (native Hadoop) Ingest & Transform, Chicago Chapter",34,60601
19781834,Nalandabodhi: Meditation and Transformation,14,10001
19782026,Google Developer Group (GDG) NYC,34,10001
19782345,San Francisco International Karaoke Meetup,21,94101
19782444,Upper East Side Co-Ed Basketball,32,10001
19782942,Women Supporting Women Meetup,2,94101
19782994,"Enlighten Chicago: Wellness of body, mind and spirit",14,60601
19783032,Anything Goes Chorus Meet Up,21,94101
19783113,TIBCO Chicago Meet-Up,34,60601
19783124,Alcohol-Free FUN! Chicago - High on LIFE is enough,11,60601
19783209,Fullstack JavaScript - Chicago,34,60601
19784802,ProductTank Chicago,34,60601
19785095,No Longer Active,23,10001
19785349,Chicago Data Science #ODSC,34,60601
19785723,All About Jesus UNITED CHURCH of Christ Ministries,28,60411
19785735,NYC Chapter of TEAM Referral Network,2,10001
19786502,Socialize and Glamorize,8,10001
19787517,Physicians and Finance,2,10001
19790406,Couples Fantasy : Fear Factor!,17,10001
19790495,San Francisco Faithful LGBTQ Meetup,12,94101
19791183,Beyond F.C. - Women's Soccer Group,32,10001
19791669,SF Tennis Addiction,32,94101
19795684,Edgy Writers Workshop,36,60601
19797379,Chicago Jewish Singles Events,30,60601
19799922,Chicago Mastermind Group,2,60601
19800137,The Live Life Matrix-Free Community,14,60601
19800673,Sumo Logic User Meetup,34,10001
19800844,SASF Champions Council,4,10001
19801086,SF 2x2 Beach Volleyball Meetup,32,94101
19801261,Chicagoland Tea Time Parties Meetup!!!,28,60601
19801667,Whole-foods Plant-based Cooking,10,10001
19801762,San Francisco Writers Meetup,36,94101
19802042,Lean Poker San Francisco,34,94101
19803668,"Overseas Travel, Hiking & Social Group",23,60601
19803764,Drink and Do Chicago,31,60601
19803831,"World Travel, Instagram & Digital Photography",27,60601
19803920,"Billiards, Baseball, Trivia, Tours & More-",30,10001
19803943,New York Happiness Animals,14,10001
19804827,San Francisco On-Demand and Gig Economy Worker Meetup,2,94101
19805078,New York Whitewater Rafting: Everything Water Related,23,10001
19805481,Chicago Gay Men's Health & Wellness Meetup,14,60601
19806144,Pagan Environmental Coalition of New York City,22,10001
19806385,Superintelligence and the future of Humanity,34,10001
19807888,Bay Area Apache Airflow (incubating) Meetup,34,94101
19808359,Chicago Parent-Child Success Connection,25,60601
19808593,San Francisco Smart Toys Meetup,34,94101
19808746,New York Scratch Educator Meetup,34,10001
19808875,Carbon Five NYC Hack Nights,34,10001
19809132,Facebook Marketing,2,10001
19811037,Medical VR,2,94101
19811083,Craft Coffee,10,94101
19811817,Downtown Real Estate Investing Meetup,2,60601
19812422,New York Christian Musicians Meetup,21,10001
19812801,AI & Deep Learning Enthusiasts,34,94101
19812960,St. Mary's - Stop Hunger Now!,4,94101
19813117,Badass Marketers & Founders I San Francisco,2,94101
19813657,Cumulus Linux and Open Networking Meetup New York,34,10001
19814589,nude,17,10001
19814648,M2M: Marketers to Marketers - SF Bay Area,2,94101
19815562,New Friends in the Bay,10,94101
19815866,JC Autonomous Vehicle Club,34,10001
19816573,San Francisco Consultants & Freelancers,2,94101
19816595,SF Ramen Chef Club,10,94101
19816615,NYC Tech Sales Training Meetup,2,10001
19816911,Belgian Entrepreneurs in the Bay Area,34,94101
19817355,Scotches and Watches,10,60601
19817557,NYC Coders Learning Computer Science,34,10001
19818513,Forest Bathing Club,14,94101
19820326,SF Socialites,31,94101
19821651,Chicago South Side Real Estate Investing Meetup,2,60601
19822306,Chicago Entrepreneurs Networking Group,2,60601
19822751,Bay Area Individualist Party,13,94101
19823656,New York Techies Over 40,34,10001
19824787,Chicago Real Estate Investing Success Group,2,60601
19825815,NYC Furries,17,10001
19825893,Instagram Meetup Group TheTravelWomen,27,10001
19826238,New York BarkHappy Dog Meetup,26,10001
19827039,Site Reliability Engineering NYC,34,10001
19827518,American Skills for Internationals,16,60601
19828246,NYC Jigsaw Puzzles Meetup,11,10001
19828420,Brooklyn disk dogs,26,10001
19828521,Tech & Culture,2,10001
19828884,NYC Jazz Aficionados,21,10001
19829228,Central Park Saturday Afternoon Co-Ed Softball,9,10001
19829254,Loop Hack Chicago,34,60601
19830196,Chicago Solar Energy Meetup,4,60601
19830382,actors' cooperative audition lab,1,10001
19830830,Chicago's ALPHAbar Karaoke League and Events,21,60601
19832391,New York Expat Moms Support Meetup,25,10001
19832554,SF Amazon Alexa Meetup,34,94101
19833047,Chicago NSBE Meetup,34,60601
19833088,San Francisco Scratch Educator Meetup,6,94101
19833116,Chicago Scratch Educator Meetup,6,60601
19833280,4D New York Self-Empowerment Meetup,14,10001
19833556,TechLatino LISTA Chicago Tech Council,34,60601
19833895,Doves of Aphrodite,22,60601
19834383,San Francisco ReactJS Meetup,34,94101
19834522,Ambidextrous Tennis Players NYC,32,10001
19834708,Climate Change + Tech,4,94101
19835770,Suprfanz.com -- Python & Neo4J Startup meetup,34,10001
19836035,20's in Algorithmic Trading Chicago,2,60601
19836396,"Amazon Suspensions: Avoid Suspensions, Get Reinstated",2,10001
19836409,New York North Korea Meetup,13,10001
19836510,20 & 30 somethings: Chicago Gets Fit & Free,9,60601
19836520,"New York: Broadway, Museum and Culture lovers",1,10001
19836781,FREE Beginner Yoga Classes in NYC,14,10001
19836888,Black Geek Society & Nerds of Color,29,10001
19837039,Muslims for Progressive Values-SF Bay Area  (MPV-SF) Meetup,28,94101
19837315,Librato User Group,34,94101
19838135,Anthropology in Business,2,10001
19838584,New York Siljun Dobup & Martial Arts Meetup,14,10001
19838721,UES/Midtown East/ Sutton Place Stay At Home Moms,25,10001
19838837,Fitness Meets Tech,34,94101
19839236,Silent Book Club - SF/Bay Area,18,94101
19840362,South San Francisco Photography Meetup,27,94080
19840855,Urban Day Trader Group || New York City Meetup,2,10001
19841094,Indie Filmmaker & Actors,20,60601
19841478,Meetup HQ Engineering Book Club,18,10001
19841505,Connected Experiences (SF),34,94101
19841591,RICOH THETA Developers SF Bay Area,34,94101
19841889,Uber Mobility,34,94101
19841902,Microsoft Dynamics Meetup of San Francisco,34,94101
19842203,New York Travel Buddies,23,10001
19842250,Manhattan Adult Coloring Book Meetup,15,10001
19842338,"Chicago Art Gallery, Museum & Fair Openings +",1,60601
19842478,NYC International Friends,16,10001
19843955,Chicago Console Gamers,11,60601
19844306,NY & NJ(Waterfront) Miniature Pinscher Meetup,26,10001
19844472,Chicago Comedy Meetup,31,60601
19844651,San Francisco Raspberry Pi Meetup,34,94101
19845115,Renaissance's 2016 Fashion Series,8,94101
19845388,Manhattan Healing Toolbox for Transformation,22,10001
19845478,Go See Art With Some People You Dont Know Yet,1,60601
19846033,The Things Network NYC Community Meetup,34,10001
19848607,NYC Election Tech & Political Marketing,2,10001
19849241,Code Fellows New York Meetup,34,10001
19850084,The Third Monday Gay Men's Book Club,12,10001
19851245,Show and Tell Pop-Up: A casual design critique meetup,2,94101
19851643,Future Technology,34,10001
19851847,Square milers Running Club,9,60601
19852267,Chicago Adventure Riders (CAR),23,60601
19852692,Super Formal Friday,31,10001
19852742,"Bay Area Outdoors, Socials, Volunteering (born 1975-1995)",31,94101
19852913,Book Buffs of Central SF,18,94101
19853942,"Bodhi Spiritual Center in Chicago, IL",14,60601
19854655,Grief Support Group at UCSF,33,94101
19854679,Queer Touch Rituals,12,94101
19854725,West Bay Men's Division,14,94101
19855028,Video Tech NYC,34,10001
19855178,The Sweat Party,9,10001
19855224,Fearless Living Institute,22,94101
19855374,San Francisco Street Soccer USA Park- SOMA Meetup,32,94101
19856617,Goddess Painting Class,1,94101
19859144,Silicon Valley Chatbots Group,34,94101
19859597,New York Wildlife Meetup,27,10001
19860039,Momentum Fitness - NYC Adventures,23,10001
19860154,New York Soccer Meetup,32,10001
19860455,Bay Area FinTech Meetup,2,94101
19860657,Business English on Wall St.,16,10001
19860873,Chicago Travel Buddies,23,60601
19860886,New York Common Sensuality for Men Meetup,14,10001
19860978,Chicago South Side Spiritual Experiences Group,22,60601
19861027,"Creative and Fun Social Meetup, Chicago and metro",31,60601
19861971,NYC Analytic Metaphysics Meetup,6,10001
19863024,Chicago Coder Con,34,60601
19863095,San Francisco Online Retailers Meetup,34,94101
19863550,Manahatta Tech Globe,34,10001
19863574,New York Online Retailers Meetup,34,10001
19864123,Bay Area - Taking Micropayments Mainstream,34,94101
19865399,Read Between the Wines Chicago 20s/30s,18,60601
19865678,The Food Waste Recovery SF Bay Area,4,94101
19866314,Software Circus San Francisco,34,94101
19867088,SF Subpar Sports Enthusiasts,9,94101
19867535,Chicago spontaneous get togethers,31,60601
19868377,React Native Chicago,34,60601
19868467,Chicago Technology For Value-Based Healthcare Meetup,2,60601
19868539,San Francisco Bike Kitchen WTF (Women/Trans*/Femme) Meetup,12,94101
19869327,New York Gold and Diamonds mining interested group meetup,2,10001
19869407,Bay Area Biohackers,6,94101
19871171,Samsung NEXT SF Events,34,94101
19871268,Music Makin' Moms,25,10001
19872134,SF Indoor Positioning and Navigation Meetup,34,94101
19874815,New York Live Music Meetup,21,10001
19875078,NYC StartUp Team Building,2,10001
19876012,It's WHO You Know Networking Meetup Group,2,60415
19876120,E-Commerce Startups SF,2,94101
19876157,Chatbot SF Meetup,34,94101
19877032,Wealth Building and Real Estate Investments!,2,60601
19878333,Authentic Communication - Public Speaking - Out Educated,2,60601
19879283,Free Zumba Class with Yurie in Central Park - Summer 2016,9,10001
19880496,Music Video Production,20,94101
19881805,Hamilton Sing Along,21,10001
19882405,Blockstack SF,34,94101
19882829,NYC 20 Something Singles Meetup,31,10001
19883244,San Francisco Mercari Engineering Meetup,34,94101
19883283,Lifestyle Business Meetup SF,2,94101
19883585,Tuesday Golden Gate Tennis Meetup 3.5+,32,94101
19884197,Chicago Women's Monthly Book Club & Brunch (20s),18,60601
19884322,Synchronize: DJ Controllers,21,94101
19884393,Fashion Bloggers & Photographers,8,94101
19886565,NY Tibetan Lama Pai Kung Fu Group,32,10001
19886721,EdDrinks San Francisco,6,94101
19886743,New York Enterprise Cloud MeetUp,34,10001
19887055,New York Computer Vision & Data Analysis,34,10001
19887482,Star Realms NYC,11,10001
19889035,Women on Wall Street,2,10001
19889425,New York Kizomba and Semba Meetup,5,10001
19889599,New York Brazilian & Latin Culture Meetup Through Dance,5,10001
19889645,San Francisco Product Marketing Meetup,2,94101
19889699,San Francisco Fog Computing Meetup,34,94101
19889993,Chicago Redis User Group,34,60601
19891959,Life Is Now NYC Meetup,5,10001
19893085,Girl Geek Book Club,29,10001
19894421,Pivotal Data Analytics & Data Science Road Show,34,60601
19896768,Central Park Coed Thursday Pick-Up Soccer,32,10001
19897095,OpenShift and Kubernetes San Francisco,34,94101
19898860,Chicago Northside Fitness and Sports,9,60601
19899810,Free NYC and Incredible Deals,31,10001
19900010,Hedge Fund Networking,2,10001
19900621,Bay Area Virtual Reality Cinematographers,20,94101
19900878,Chicago Makeup Lessons & Networking,8,60601
19901362,Fascinating Women of NY and NJ United,31,10001
19901414,Family Office Networking,2,10001
19901565,Stockbrokers and Traders Networking,2,10001
19904002,Free Intelligent Conversation Meetup,6,94101
19904499,"GemFire & Spring Cloud Data Flow @1871 on 9/15, @ 5pm",34,60601
19904508,Ask A Pastor (Far Northwest Side Spiritual Discussions),28,60601
19904741,Chicago Solo Travelers,23,60601
19904770,Paneurhythmy NYC,14,10001
19905713,Commercial Realty Investment Club - NYC Chapter,2,10001
19905959,San Francisco Business Case Study and HBX Coursework Meetup,2,94101
19905995,San Francisco Engineering Managers Meetup,34,94101
19907030,Happy Hour Artists: Broadway Musical Medley Project,1,10001
19907043,Chicago Mobile User Experience Meetup,34,60601
19907170,Ben Franklin Circles - San Francisco,6,94101
19907205,Yogi Fitness Club,14,60601
19907703,San Francisco Bay Area Red Hat User Group,34,94101
19907716,NYCeWheels Events,23,10001
19907842,Chicago Single Parents - Park Play Dates,25,60601
