group_id,group_name,category_id,city_id,organizer_id
1796126,NYC Business Owners & Angel Investors Group,2,10001,79966212
1796673,SF Opera Attendee. Parliamo Italiano alla spiaggia!,15,94101,13642266
1796709,Lean Startup Meetup Organizers,34,94101,1513284
1796913,I Meditate NY,14,10001,8368121
1796963,Black Founders of San Francisco Bay Area,2,94101,5149744
1797058,Hyde Park Area Parents,25,60601,9194373
1797248,TechShop San Francisco (SOMA),34,94101,233220657
1798001,Chicago Novice Poker Player Club,11,60601,10975002
1798161,NYC Grailwood Coven - Open Events,28,10001,2576601
1798334,Education Tech Events Meetup,34,10001,11440665
1799087,The New York  - Fashion  Charity Events,1,10001,10099040
1799155,Hoarders-No-More,33,10001,12508893
1799247,NYC Vegans: Brooklyn + Manhattan Dinners + Outings,10,10001,19503341
1799642,Pinwheels,25,60601,14259133
1799771,Soma Arts: Kundalini Yoga and Awakening,14,60601,3852031
1799925,Upper West Side Jewish Moms & Babies (Hebrew Sing and Sign),25,10001,13103944
1799994,How To Survive And Prepare For Any Urban Disaster,6,10001,4792086
1800430,Bay Area Software Engineers (BASE),34,94101,13819411
1801877,NY / CMU Technology & Entrepreneurship Meetup,34,10001,4971318
1801878,New York Lady Magpies,9,10001,14197580
1802473,TennisSF.com | The San Francisco Tennis League,9,94101,6441039
1802511,SOCCER TRAINING - Adult Soccer Lessons & Bootcamps NYC,32,10001,14301548
1802703,The New York Girly Book Club,18,10001,6721449
1803502,Analytics and Data in Financial Services,34,10001,9695256
1803655,iBreakfast/iEvening for Entrepreneurs,2,10001,10953445
1803729,NYC Lesbian Social and Travel Group,12,10001,132277952
1803833,Happy Hour Guitar,21,10001,11761310
1803885,Dogpatch Labs NYC Event Series,34,10001,57533542
1804579,#techdrinkup,34,10001,10907224
1804664,Attorney Referral Network,2,10001,3285243
1804683,NYC SketchUp User Group,2,10001,183911230
1804692,Carboholics and Carnivores,10,94101,7880057
1805389,Natural Movement NYC,9,10001,3116207
1805423,New York Mark Groups,14,10001,10908989
1805661,SITC  Singles in the City  Born 1960>1979,30,94101,571405
1805676,SUPA Product Talks SFBay,34,94101,11463777
1806212,Biker Entourage,3,10001,14513797
1806459,The New York Online Trading Education Network,2,10001,12863109
1806583,"KIZOMBA/SEMBA - NEW YORK, NEW JERSEY",5,10001,13140193
1806594,The Upper West Side Book Club,18,10001,14181409
1806922,"Messianic Believers In The Bay Area,CA of Y'shua (AKA Jesus)",28,94101,14368518
1807057,New York Social Sail + Fun Getaways,23,10001,4043074
1807123,Gay Guys Over 40 - Bay Area!,12,94101,79103912
1807639,We Band Together,21,60601,11026365
1807738,Qigong NYC (aka Chi Kung) - Energy Health Fitness,14,10001,36833752
1807942,The San Francisco Spiritual Experiences Group,22,94101,9600160
1808252,New York FileMaker Pro Developers' Group,34,10001,9217181
1808500,Recreational Beach Volleyball,32,10001,151377572
1809097,Shaolin Five Animal Kung Fu NYC,14,10001,352057
1809295,NYC Outdoor Fitness/Natural Movement,23,10001,3116207
1809892,Pokemon DS Meetup NYC,11,10001,124278202
1810078,Dharma Drink: the hangout for Buddhists (& like minded),14,10001,66114792
1810145,Mondo Culto - The NY Cult Film Meetup,20,10001,9480237
1810358,Lemonade Heroes,2,10001,9787311
1810954,"The 30's, 40's & 50's NYC Fun Club",31,10001,91318072
1811081,"Vidas, Sueos y el Sonido De Alma",22,10001,12066848
1811083,SF Board Game Geeks,11,94101,9530318
1811126,NYC : future digital engagements group : UX + Tech + Devices,34,10001,4597658
1811151,BronyCon,20,10001,14556760
1811357,Ping Identity User Group - Bay Area,34,94101,209476848
1811614,San Francisco DevOps,34,94101,12532550
1811699,New York Animal Rights Alliance America,26,10001,12736658
1812417,NY Dinner Parties: Group Cooking and Fine Dining! (20s-30s),10,10001,3646701
1813670,NYC Parents of Children with Cerebral Palsy,25,10001,4978463
1813697,BEST CLUBS in NYC - FREE DRINKS every night!,31,10001,14527190
1814370,Voluptuous Beauty Worldwide,31,10001,9288665
1814383,NY RECYCLE REVAMP FASHIONS,4,10001,13690765
1814389,Algorithmic Trading Factory,34,10001,13323628
1814871,Chicago Coed Slowpitch Softball Group,32,60601,8732604
1814947,The San Francisco Gay and Lesbian Meditation Group,12,94101,4410477
1815326,Import Export Meetup NY and NJ,2,10001,40435192
1815665,Together- where couples meet couples,31,10001,11987531
1815749,The Clarion Call -  All you need to know,14,10001,14511810
1816053,Chicago Indie Girls,15,60601,3019995
1816150,Fun People in NYC,30,10001,207938906
1816189,Erlang NYC,34,10001,3522184
1816221,"NYC Indie-Foreign Film, Food & Wine",10,10001,12285675
1816244,Holistic Parents NYC Upper West Side,25,10001,13934229
1816340,Bay Area Boomer Backpackers (and more),23,94101,14513023
1816549,Fabulously Famous Business Owners Meetup!,32,10001,182571555
1816713,Indian chickitas :) in NYC/NJ  !!,31,10001,11303251
1816794,Free Divorce Support - San Francisco,33,94101,14368904
1816987,The Founding Moms' Exchange: San Francisco!,2,94101,11993620
1816998,UFO - DISCLOSURE NETWORK NEW YORK,24,10001,11569212
1817058,NYC Novice Video Makers Meetup,20,10001,7673714
1817594,San Francisco International Travelers,31,94101,132277952
1817647,Location Based Marketing Association of San Francisco,2,94101,61115542
1817704,"Sing and Sign Playdate with Baby & Moms Upper West Side, NYC",25,10001,13103944
1817843,Chicago Chronic Pain Support Group,14,60601,21056571
1818471,SF Bayarea Machine Learning,34,94101,8313856
1818849,Logging,34,94101,14992871
1819283,Chicago Women Developers,34,60601,9043318
1819654,San Francisco Cloud Computing Meetup,34,94101,6015272
1820390,Bnei Baruch Kabbalah Study Group of New York,22,10001,12729514
1820409,The New York Meet The Chef Meetup Group,10,10001,2036266
1821047,Game and App Devs,34,94101,9519666
1821083,NY ECommerce Lounge Meetup,34,10001,8063073
1821111,Bay Area Haskell Users Group,34,94101,148379212
1821156,NYC Electronic Music Producers,21,10001,34722372
1821487,Habit Design,14,94101,3252352
1822317,NYC Moms of Multilingual Squirts (MOMS),16,10001,11182081
1822561,SuccessCircles,2,10001,3235310
1822633,Pakistanis in San Francisco Bay Area,16,94101,49181252
1823535,"Freemasonry for Men and Women in San Francisco, California",6,94101,198440559
1824079,Developing a Peaceful Mind: Buddhist Meditation for Everyday,14,10001,16524301
1824115,Balanced View San Francisco,14,94101,14630384
1824775,NYC Gay Photographers,12,10001,1834337
1825059,Your Filipino Professionals Association,2,94101,180385892
1825139,The NYC Adobe After Effects Meetup Group,20,10001,9931586
1825462,SF Data,34,94101,13855515
1825666,Northwestern Queens Paranormal Research Group (NQPRG),24,10001,3699580
1825707,Pharmaceutical Interactive Advertising Group,34,10001,4597658
1825720,NY/NJ User Experience Design & Strategy Group,34,10001,4597658
1825762,San Francisco Bay Area Environmental Professionals Group,4,94101,194772214
1827211,"BE, DO, HAVE ANYTHING YOU WANT IN YOUR LIFE!",14,10001,6630267
1831521,UNA SERATA TRA AMICI,16,10001,13917546
1834271,Silicon Valley Forum Emerging Tech Forum,34,94101,13908378
1834641,Our Common Bond -  Boomer Women 60+,4,94101,14783411
1835421,The Society of Libertarian Entrepreneurs (NYC),2,10001,5826871
1835991,LGBT 20Something NYC,12,10001,50970472
1839031,SF Tech Ladies,2,94101,78659992
1846831,Chicago Girlfriends (20s - 30s),31,60601,83080482
1849451,Adobe Global Community | New York,34,10001,3650238
1849851,NYC Mobile Apps,34,10001,5403291
1851071,The Human Trafficking Awareness Council,4,10001,14451551
1851361,The Future of Accounting Meetup,2,94101,13267761
1851941,Midtown Mamas,25,10001,1438101
1860651,NYC Filmmakers and Actors Meetup,20,10001,4556764
1860731,Transformational Group Healing Workshops,22,10001,2458436
1863361,Upscale Indian Happy Hours,31,10001,11303251
1866081,SF  / Silicon Valley Startup Marketing And Business Events!,34,94101,11915174
1868141,The Artbeat,1,10001,201398899
1869021,"Past Lives, Dreams, Soul Travel throughout New York",22,10001,12066848
1871871,Christian Party of America (NY),13,10001,14557073
1873121,New York Lesbian 'Coming Out Later-in-Life' Meetup Group,12,10001,135421212
1876871,NY Graph Meetup,34,10001,220907571
1877251,Columbus Circle Indoor Soccer League & Scrimmages NYC,32,10001,14301548
1877481,Gruppo di Motori Italiani,3,60601,15410151
1879621,"NYTechWomen, a project of Bella Minds",34,10001,6376375
1881071,NYC Traders and Investors,2,10001,43499082
1882361,The Photo Studio Club,27,94101,8032986
1882381,NYC Authors/Agents Meetup,36,10001,7088440
1887571,San Francisco Kadampa Buddhist Meditation,14,94101,182593128
1887771,NYC OCaml Meetup,34,10001,3147271
1888531,San Francisco Dining Deals & Friends,31,94101,94701282
1896321,NYC Social Men & Women!,31,10001,8516444
1897201,The San Francisco Walking Dykes,12,94101,15947891
1897231,NYC / NJ Partners of Aspies (Asperger's) Peer Supp,33,10001,81642612
1899751,Drupal NYC,34,10001,6722489
1901601,Spirituality & Nature Meetup  Day trips out of NYC,14,10001,13481406
1902601,Lesbians in Their 20's and Early 30's,12,94101,17908601
1913291,Bay Area Seniors Rock!,31,94101,8864881
1914461,Lean Startup Product,34,94101,10625005
1917801,San Francisco Trail Runners,23,94101,20196621
1918501,Food Startups,2,94101,8592746
1925881,"Veggie Hikers, Climbers and Skiers",23,10001,822470
1927601,Central SF Classic Lit Book Club,18,94101,16141461
1929091,Shamanic Healing and Training,22,94101,11500962
1931581,San Francisco Bitcoin Meetup Group,34,94101,1561843
1940661,PrincetonEN NYC-Princeton Entrepreneurs' Network,31,10001,191100333
1945511,Getting Things Done NYC Productivity Group (GTDNYC),2,10001,6779661
1945681,20s and 30s On The Town,31,60601,36472362
1945911,Road & Track Riders of Chicago [RTRC],3,60601,47618672
1946041,Lawyered in NYC,2,10001,11471851
1948211,! A Fun & Adventures With Strangers - New York,31,10001,10048346
1949531,NYC OPERA MEETUP,21,10001,2311845
1951081,PhotoFly Travel Club,23,94101,14420997
1951511,Singles by the Bay Travel Club,30,94101,14420997
1951801,Graph Database - San Francisco,34,94101,136017342
1955251,Accent Reduction - Bay Area,33,94101,11763770
1956901,Chicago Algo & Quant Traders,2,60601,116595272
1959741,Intuitive Soul Group,22,10001,9473499
1964881,Chicago Bar Trivia Group,31,60601,7103043
1968241,54lines,34,10001,9551655
1972381,Dive Bar Crawl,31,10001,4044007
1974321,Gay Couple Dining Group,12,94101,1681148
1977421,Data Visualization New York,34,10001,12815653
1979541,Grab a Game - Chicago Soccer,32,60601,189265173
1980921,Promoting Brands Through Social Good,2,10001,13851833
1981371,NYC New to Dance Meetup Group,5,10001,14807061
1985191,The Chicago JBoss User Group,34,60601,11294352
1985971,League of Women Coders,34,10001,17053391
1987061,RWA Fitness - Chicago Club,9,60601,2279041
1989291,Great Outdoors and Survival,23,60601,4563879
1990051,Chicago PostgreSQL Meetup Group,34,60601,229634927
1990161,South Asian Explorers Club (NYC),16,10001,15502381
1995411,Grand FC: Pickup Soccer NYC,32,10001,17209641
1997531,NY Tech Networking Round Table & Business Development,34,10001,194034324
1998291,SF Hardware Startup Meetup,34,94101,12460010
2000451,SF Pickup Soccer,32,94101,76433962
2002501,NYC Gadget/Tech Group,34,10001,14471074
2003001,Singles Mingles Adventures,23,94101,14420997
2005941,Chicago Salesforce Developer Group,34,60601,204135137
2009991,W74 Meetup,4,10001,6
2011571,Women Owned Networking 100 - San Francisco Bay Area,2,94101,14200376
2013401,The New York Awards Meetup Group,20,10001,10261191
2016121,Bay Area Mobile Game Developer Meetup,34,94101,186778276
2017971,Bay Area Gastronomers,10,94101,2860929
2018411,Runsploring,9,94101,14527200
2019371,The Chinese American Startup Association(CASA),2,10001,14310572
2030081,Bronies of Northern California - BONC,31,94101,19382341
2033081,New York Positive Attraction Meetup Group,14,10001,17802571
2033431,First Mondays,2,10001,18186101
2035481,New York City Greek Singles Group,30,10001,14619319
2039151,Small Business and Startups Group,2,10001,229575449
2041582,Digital Media Marketing User Group,34,10001,16546361
2043381,East Village Tech Meetup,34,10001,12527772
2044461,Skate School by Central Park Skate Patrol,9,10001,6594589
2044931,Aging2.0 | New York,34,10001,1463366
2052121,Storm Yoga (FREE YOGA in NYC),9,10001,18115481
2054421,"! FUN NYC FOODIES & FRIENDS! Brunch, Dinner & Social Events!",31,10001,51087482
2055241,Tech in Motion: Chicago,34,60601,155376312
2056941,The San Francisco/Vietnam Meetup Group,16,94101,7697114
2057811,Cloud Security Meetup Group,34,94101,189156539
2060321,NYC Dance Events,5,10001,18260431
2065031,SF Data Mining,34,94101,6651256
2066301,World Traveling Photographers With A Conscience,23,94101,11229597
2066611,The Chicago Homeschool Meetup Group,25,60601,8587665
2068711,Chicago Mindful Meditation for Psychological Growth,14,60601,219864184
2068801,Buddhist Events New York,14,10001,72905162
2068811,San Francisco Restaurant Industry Professionals,2,94101,12913967
2072531,Hack Mosaic,34,10001,13899291
2074021,New York Startup Pitch Night (NYSPN),34,10001,145129412
2074111,Mobile Developer Group,34,94101,10446060
2078111,The Active Chicago 50s + Group,31,60601,640298
2081411,Napoleon Hill Fans/Business Success Seekers Power Group,2,10001,6630267
2082871,Moto Girls,3,94101,10352596
2085811,Chicago Security Meetup,34,60601,11641945
2089511,Cosmos Tree,14,10001,18284011
2089721,"Chinese, Japanese, Korean (CJK) + English, Practice & Social",16,10001,8322452
2090601,Nam-Myoho-Renge-Kyo,22,94101,13780964
2091231,"NYC FASHION & SOCIAL NETWORK (4,000+ members)",8,10001,5520020
2091921,NYC Bogglers and Scrabblers,11,10001,8462376
2098041,NYC WebGL Developers,34,10001,50516742
2099281,NYC Personal-Development-Educated-Singles.,14,10001,8548076
2099871,Gourmet  Startups,2,10001,5314840
2102091,Ducati Owners Club New York City,3,10001,10564445
2104291,New York Travel Massive,23,10001,89385082
2107181,New York Tech Karaoke Meetup,2,10001,3676904
2107571,More Truth Will Set You Free Meditation & Healing Workshop,22,94101,11957682
2109671,NYC Young Professionals Amnesty International,13,10001,19086461
2110611,"NY Tech Meetup for Devs, Coders, Test Gurus and others",34,10001,13503401
2112391,Bridal Consultants New York,2,10001,12953574
2115371,BrickUnderground.com's NYC Real Estate Meetup,15,10001,10943146
2117511,Prime Time for Network Marketing,2,10001,52980282
2120261,NYC Socrates Cafe,6,10001,4696354
2122221,Picnic in the Park,23,10001,26351952
2122521,Caipirinha Day,31,10001,193978381
2122721,The New York Singer Songwriters,21,10001,538797
2124871,Bay Area Mobile Camera Meetup,34,94101,19902491
2131421,Photography get togethers and events in New York,27,10001,89385082
2132291,Music Makers of New York,21,10001,16354251
2134101,Beta Theta Pi New York City Alumni,34,10001,19491801
2137821,Aquatic Voyagers Scuba Club,23,10001,9886493
2139111,SF Photography Lovers!,27,94101,18826941
2141921,API Hack Day,34,94101,11609314
2143661,The EGL,11,94101,9477818
2148441,SF Free School,2,94101,12713693
2157671,Wikipedia Bay Area Meetup Group,34,94101,30741692
2163911,40something City Gals,31,60601,12913007
2165321,Creative Village NYC,2,10001,14476290
2165801,"Happy Hours, Lounges and Dives",23,10001,159093592
2168831,Chicago Perl Mongers,34,60601,25255942
2172651,Microsoft Cloud (Azure & Office 365) | NYC User Group,34,10001,12898207
2173421,Sock Hop Sundays,5,10001,17131311
2179231,Zenyasa Yoga & Meditation Meet-Up Group,14,10001,20207751
2180841,Bay Area Hackathons,34,94101,13184511
2183971,San Francisco Startup Pitch Night (SFSPN),10,94101,64275212
2185961,Black Professionals in Fashion,2,10001,10267715
2187991,Double Dutch Lovers - NYC,9,10001,11491521
2188071,Design Thinking,16,94101,9765320
2195031,NYC Cool Friends :-),31,10001,8516444
2195371,NewSpace NYC,6,10001,10973961
2196261,Bengali Culture and Literature Enthusiasts,31,10001,10847009
2196671,Conquering the New Real Estate Market,2,60601,11612229
2199731,"Fine: SF Singles Obsessed w/ Food, Wine, & Travel!",10,94101,20524891
2203141,NYC Digital Photography Workshops,27,10001,7921342
2209651,Hollow Bones Rinzai Zen,28,94101,35488442
2211551,T.O.J. - Tales Of JavaScript,34,94101,9519666
2220371,Association of Women Professionals Chicago Meetup Group,2,60601,20847561
2224931,Spreadsheets,34,10001,9902970
2232351,Left-Brained Business for Right Brained People,2,10001,7146351
2233791,SF Developer Advocates,34,94101,145560912
2236831,NYC Backwoods Adventurers,23,10001,8452322
2239051,A Circle of Women Upper West Side,2,10001,10527713
2243001,San Francisco Cloud Mafia,34,94101,9022661
2247201,NYC Broncos Fans,32,10001,11280841
2251801,New York Basketball Meetup,34,10001,17536221
2252591,Women Who Code SF,34,94101,129339582
2259911,Small Business Outlet- Networking & Marketing Your Small Biz,2,60601,15691341
2263471,"40s & 50s Social Group (4,000+ members)",30,10001,202153686
2264791,The Nomikai in New York City,31,10001,7726713
2268871,Enterprise Tech Meetup,34,10001,5736558
2269571,immaculate electronica NY,21,10001,3427991
2273031,Lean Startup Machine NYC,34,10001,2995319
2273501,Tennis Lesbians,12,10001,183291475
2279651,sibsNY,31,10001,41685752
2282561,TribeOfSingles - Central Florida,30,60601,13701896
2283011,San Francisco Bay Area Private Money & Deal Structuring Club,2,94101,21771801
2286601,Chicago Asian American Community,31,60601,118299702
2287341,Chicago Strictly Social (20's - 40's),31,60601,5380454
2287421,Zouk,5,94101,7236816
2291481,Goodnik OCS,2,10001,1062811
2293771,Asian American Chicago Network,31,60601,19210241
2293951,New York International Meetup Group,16,10001,190083525
2299781,New York City Classical Guitar Society,21,10001,21986121
2300831,Employee to Entrepreneur: Unstoppable Business Women.,2,10001,182571555
2304851,"NYC Obstacle Race, Mud Run, Bootcamp Fitness & Social Club",9,10001,3330981
2308701,International friends in NYC (3400+),16,10001,223180100
2308871,Living Adventure for NY,23,10001,3099106
2319751,Photoletes: Photography Lovers Who Crave Adventures!,23,94101,22394251
2320751,NYC Events & Social Gatherings,31,10001,-1
2323491,Your Book Is Your Hook!,36,10001,9277882
2329111,EcoSee Photography,27,94101,22544041
2341551,NYC Facebook Developers Group,34,10001,2995319
2342581,The Chicago Chinese Crested Meetup Group,26,60601,13568710
2348861,The New York California Transplants Meetup Group,31,10001,152676432
2349321,NYC Equitable Toastmasters Club,6,10001,2576601
2349661,Women Organize For Success - Meetup,2,10001,161385502
2350571,NYC Fine Wine Experiences Group,10,10001,11370154
2352951,The Chicago Polish Language Learners,16,60601,1785570
2353871,The Tall People of San Francisco Meetup Group,31,94101,184251802
2357011,Multifamily & Commercial Real Estate Industry Resource Group,2,10001,7457087
2357601,New York Android Developers,34,10001,3379840
2358071,"20's & 30's NYC Social Group (4,000+ members)",31,10001,206305067
2360591,Relationship Building  Skills Group,30,94101,9261726
2365951,NYC Acting Classes,1,10001,22854781
2368021,Playcrafting SF,11,94101,182930735
2373151,Dissertation Chicago,6,60601,10461358
2374791,Keiretsu Forum Angel Investors (San Francisco),2,94101,135772722
2375541,irish music trad session,21,94101,78033
2376321,In Italiano - Italian Language Classes and seminars,16,10001,23343261
2377941,nyhacker,34,10001,11609314
2378841,Advanced MATS Group,23,60601,1304978
2380101,Social Fluency,30,94101,68879192
2380631,Figure Drawing Chicago,1,60601,1986197
2384451,Bay Area Data Visualization Group,34,94101,7417963
2386071,Chicago Gluten Gluttons,10,60601,49896
2388421,Minorities in Tech - MiTECH,34,10001,8059099
2389071,"Living Powerfully NYC ~ Yoga, Meditation, Shamanism, Health",14,10001,77778152
2390501,Chicago Design Workshops,1,60601,7733848
2391621,South Loop Moms n' Tots,25,60601,59851462
2392731,NYC Pregnant & Moms Fitness & Nutrition Support Group,25,10001,7366507
2399001,Down Under New York Tech Meetup,34,10001,11195403
2399301,SF Wireless Community Network,34,94101,11611445
2410392,The-Crowdfunded-Wins,2,94101,71857362
2415292,Chicago HTML5,34,60601,3717520
2415342,Enterprise Search Chicago,34,60601,222652140
2417212,Microsoft Makers & App Devs of New York City (#MMADNYC),34,10001,8965595
2419062,NY Content Meetup,34,10001,63851692
2421242,Backbone.js Hackers,34,94101,34543952
2424562,NY Metro Asian Outdoors,23,10001,24209722
2427722,Shantideva Meditation Center,28,10001,24272442
2428812,Bay Area Unity Users,34,94101,8232475
2432842,San Francisco Bitcoin Meetup,34,94101,159158732
2433112,Australians in Chicago ILLINOIS,16,60601,30076492
2439112,New York Sports Tech Meetup,34,10001,9307835
2442262,Hyde Park Walking Group,25,60601,24568952
2443222,Duchess SF - Women's Java & Salesforce (Apex) User Group,34,94101,150403212
2445452,Wicker Park & BuckTown Social Group,31,60601,1931407
2454312,SF FASHTECH,34,94101,24203802
2455382,xxx,14,10001,11740152
2456792,Desi Singles in San Francisco & Bay Area (22-37yrs),16,94101,7474600
2457962,Technology for Women Meetup Group,34,60601,14353749
2460302,ACM Chicago,34,60601,176842802
2460362,Scala for Startups is merged into SF Scala,34,94101,24913052
2461862,OWASP New York City / Northern New Jersey Chapter,34,10001,24939992
2463082,Responsive Web Design NYC,34,10001,4252563
2473622,Bay Area Data Connectors,2,94101,188133939
2475162,NYC Faith+Tech,28,10001,113738602
2478562,SOLIDWORKS User Group of New York City,2,10001,15350471
2480392,Ping Identity User Group - NYC,34,10001,209476848
2481312,Chicago Pentaho User Group,34,60601,13998202
2481892,QueerBuddhist Women,12,10001,10499034
2482482,"Chicago Camping, Canoeing, & Outdoor Adventures Group",23,60601,7140836
2486462,Tango Date NYC,5,10001,132097332
2490822,NYC Fly Meetup,23,10001,10987925
2492342,S3 Simply Social Sports Leagues - Chicago,32,60601,9931437
2492472,Rebirthing Breathwork NYC,22,10001,64973912
2496412,Official Unity New York Unity User Group,34,10001,95541942
2496492,PROFESSIONISTI ITALIANI CHICAGO,16,60601,25510622
2498442,NYC Basketball,9,10001,9736856
2498672,Homoto Motorcycle Club,3,94101,25797552
2499492,Babalon Salon,22,10001,134601672
2499682,Sing for Your Soul! (New York),21,10001,60741862
2501132,Asian Business Connectors,2,94101,7188529
2504992,Bay Area FUN FUN FUN Social Group,30,94101,198231479
2506082,"I'm not sure I belong here, but we're here--so let's enjoy!",31,10001,11177969
2510272,Grab a Game - Chicago Basketball,32,60601,189265173
2515452,NY Real Estate Investing & Marketing Entrepreneurs,2,10001,25828482
2516242,San Francisco MediaWiki Meetup Group,34,94101,13180905
2518512,Chicago Meatshare,10,60601,10295625
2523472,Habit Design NYC,14,10001,3252352
2530502,VizThink NYC,2,10001,8171580
2531702,Thriftaholics,15,10001,1766230
2533962,PMI San Francisco Bay Area Chapter,34,94101,13765217
2536512,CENTRAL PARK FOOTBALL,32,10001,14345660
2540822,NYC Mobile Tech Meetup,34,10001,195123813
2541482,Offbeat San Francisco,31,94101,55768452
2547742,Tri-State Outdoors Group,23,10001,4561469
2548202,JavaScript.NYC,34,10001,3274357
2551622,Princeton Women in Media and Technology (New York),34,10001,45534372
2552152,Working Moms Chicago,25,60601,110851992
2557362,DistilledLive US,34,10001,13990058
2558182,NYC Triumph and Brit Bike Riders,3,10001,27316042
2560802,Esperanto San Francisco,16,94101,8610742
2562842,District 4 Toastmasters Public Speaking & Leadership Meetup,2,94101,13686468
2568842,Fit Night Out - Chicago,9,60601,11960732
2570812,NYCHTML5,34,10001,12335782
2570872,Sensory Reliving: Regulate your emotional difficulties,14,94101,26182032
2574472,NYC Triathlon Social Club,9,10001,3330981
2574972,Shaking Spirit Waves 5Rhythms Class NYC,14,10001,8946795
2582052,The New York Aspiring Comic Creators Club,29,10001,3409223
2590702,Prayer Yoga / Graced With Yoga,14,60601,27180232
2591522,The Next Level Up-- Hiking Towards Better Worlds,4,94101,6185503
2592552,Cafe Philo New York,6,10001,26113392
2597122,Built in Chicago,34,60601,27136922
2598312,Buddhism of Four Noble Truths,28,10001,12113907
2603182,Google Developer Group San Francisco @sf_gdg,34,94101,30859242
2621892,Medical Innovation and Entrepreneurship,34,10001,233370687
2627262,WhoseBrainIsIt,6,94101,4249680
2631272,San Francisco Interactive Design & Development,34,94101,197108800
2638322,! French New York City !,16,10001,13313393
2642892,Kick It Social - Chicago Soccer,32,60601,27906142
2643282,Janelle Jazz With U Lovers International,21,10001,11177969
2646102,The New York Artichoke Aficionados Meetup,10,10001,8530276
2648292,Chicago's Very Own I Love Marketing Meetup!,2,60601,3344209
2650552,"SF Bay Area  Botany, Geology, Science, Hikes",4,94101,36269392
2659922,NYLUG - New York Linux Users Group,34,10001,3018762
2659952,The New York International Happy Hour,31,10001,12400841
2660522,Yoga on the Labyrinth,14,94101,28219102
2662432,"NYClasses Group (Dance, Fitness, and much more!)",9,10001,11217621
2662612,Girlfriends NY (20s-30s),31,10001,50249772
2663602,Tech Recruiter Society,2,94101,26660112
2674642,"Theater & Culture Fans, Promoters & Professionals Club",16,10001,200047403
2676302,PrestaShop - New York City Meetup Group,34,10001,27350232
2678102,"SF Mobile Camp (Apps, IoT, Wearables) formerly BBDevSF",34,94101,8954362
2682352,SF Bay Area Denver Broncos Meetup Group,32,94101,64590702
2682462,Evolving Lifestyle NYC,4,10001,215572460
2684992,Bay Area OWASP,34,94101,14934861
2686192,Axis BNI,2,94101,9484539
2687722,West Side Talkers Toastmasters,33,10001,28644822
2691312,"NYC walks: Nature, beauty, & peace",9,10001,3738497
2692682,Chicago Film Lover Exchange,20,60601,51430072
2699482,Northside Freelancers Group,2,60601,3163019
2701562,GoSF,34,94101,8373472
2705322,"NetParty NYC Young Prof'ls - Business, Social & Tech Events",31,10001,8586799
2707282,South Asian Explorers Club - Ski Group,16,10001,15502381
2714462,"Books for Gregarious NYC Readers, Thinkers, and Philosophers",18,10001,31931212
2714652,Lincoln Square Events,31,60601,33672662
2714922,New York LGBT Board games Meetup Group,11,10001,2607874
2723412,The Law of Attraction Centre (San Francisco),14,94101,29251762
2724492,Remote Viewers Practise Group  NYC,22,10001,29268732
2725612,Future of Urban Transportation - SF,34,94101,17614771
2727952,San Francisco Foodies,10,94101,29322432
2728282,New York Silicon Alley,34,10001,7947599
2728712,Chicago Underwater Hockey Club,32,60601,10056406
2730352,New York Film Group,20,10001,29444762
2730952,History Reading Circle,18,94101,11720883
2735102,DART,34,94101,18197301
2735352,Girlfriends in New York,8,10001,65115592
2735882,NYC Social Anxiety Support Group,33,10001,22854781
2741762,NYC Singles Age 21-35 Board Game Group Version 2.0,30,10001,16424791
2742942,Cohousing SF:Neighborhood Organizing for Sustainable Living,4,94101,3260745
2744292,NY Enterprise Technology Meetup,34,10001,7813769
2746112,Tech@NYU HackDays: student-only coding + hacking,34,10001,54434142
2749372,Southwest Chicago Anxiety and Depression Support Group,33,60601,10790094
2749392,Copywriting and Content Marketing Meetup,34,60601,7664766
2752462,Traveling Divas of Chicago,23,60601,48935732
2753982,SkiCouncilMeetup.com - NYC metro Ski & Snowboard club trips,23,10001,156045512
2758862,Technology for Obama Meetup Group,13,60601,14353749
2759262,WordPress Bloggers,34,60601,7664766
2759832,The Self-Publishing Scoop,36,10001,194099006
2760642,The Tech Pool,34,10001,7526580
2761422,Desi Moms in NYC,25,10001,29845262
2768102,PhD'ed and Confused in NYC,33,10001,5561103
2770462,"The Asia Business Network!  (China, Japan, Korea, etc.)",16,10001,182816907
2770502,Blue Economics,4,10001,13209814
2771062,San Francisco Psychedelic Society,22,94101,13767117
2774922,"EROS: Exploring Love, Sex and Soul - NYC",14,10001,30095442
2775802,Tango Around San Francisco,5,94101,226856372
2775972,SFAR Toastmasters in the Civic Center,6,94101,11648480
2778972,The Hoop Movement's NYC Hoop Dance Meetup,14,10001,13703399
2780192,SF in SF at the Movies,29,94101,13440895
2782202,Uncubed Events,2,10001,89430192
2786452,The Stripe Meetup Group,34,94101,183355680
2791332,San Francisco Bay Area Tableau User Group (SFBATUG),34,94101,7417963
2792812,The New York Vertica and Modern BI,34,10001,5098989
2794522,NYC Trivia Board Games,11,10001,8462376
2794542,CHEERS for Moms!,25,60601,11848297
2795042,CTO School,34,10001,2669559
2795902,San Francisco Sheepshead Players,11,94101,11749090
2797262,Russian Speaking Moms of Manhattan,16,10001,30467122
2798602,Soul Experiments - NYC,14,10001,30095442
